tweet_id,safe_text,label,agreement
PNRF6FX9,Can I disown a relative for saying vaccines kill kids more then they save them IdiotOlympics vaccinations cantfixstupid,1.0,1.0
IX6M4EMA,Vaccinate your kidsplease people,1.0,1.0
FTJI39IG,Disney Tie Hides Biggest Measles Risk as Adults Catch It Bloomberg Business ,0.0,1.0
UQJTX0LS,California governor signs strict school vaccine legislation Gov Jerry Brown wasted no time Tuesday in signing a ,1.0,1.0
72OFUVD1,Amid growing vaccination debate measles continues to spread and is now in New York state via ,0.0,0.6666666666666666
EY5XT7E5,Why not let the people who dont want to vaccinate their kids not do it and give those vaccines to kids in Latin America and Africa,0.0,1.0
ZKURTNG4, I rarely see arguments about over vaccination Which is actually a big deal,0.0,0.6666666666666666
2N6FLVEX,Visitors to Long Grove Menards may have been exposed to measles The Lake County Health Department issued a warning ,0.0,1.0
YLH29ESJ, a Busted thats why Immunity is whats needed for Truth,0.0,1.0
ZG9EY9G8,Theyre heeeere DC confirms a case of measles,0.0,0.6666666666666666
CTH8D2JT,Getting our flu and wooping cough vaccine tomorrow Surreal that our baby girl will be in our arms soon How soon Anyones guess love,1.0,1.0
KM1EQ1SK, So whats your response to vaccinations being down since ACA was passed,0.0,1.0
UL03AOL4, Five babies at a Chicago daycare may have measles Details from public health officials coming up at ,0.0,1.0
4X3VQ53B,If you are against vaccinations I hope you get measles,1.0,1.0
657QS260,Measles Outbreak To Vaccinate Or Not Vaccinate ,0.0,1.0
LBIIM2BD,Wheres Why you should vaccinate your kids in two minutes ,1.0,0.6666666666666666
CI0H0TUW,If Apple wanted to change the world would only allow new cool Apple stuff to those who have been vaccinated for childhood disease,1.0,0.6666666666666666
6HCHS4CK, understand that Havent had to try repeat of MMR or DT Was told antihist would have to be used next time,0.0,1.0
PMW2MBG4,Two new cases of measles hit city Two new cases of measles have been reported in the city raising the total ,0.0,1.0
AAWFSK70, ff,0.0,1.0
JOJIRZO6,Measles is spreading and the antivaccine movement is the cause ,1.0,1.0
X0MIY3R7,Antivaccine movement is giving diseases a nd life via ,1.0,0.6666666666666666
L6J2IFN4,Sick Childs Father Seeks Vaccination Requirement in California via ,1.0,1.0
ZR9A08QH,right when some new vaccines came out so the cases of kids with autism rose as vaccinations rose no actual correlation but ppl r dum lol,1.0,0.6666666666666666
86YWAKSI,Health Mother Whose Son Died From Flu Complications Urges Others To Get Vaccinated By Stephanie StahlPHILADELPHIA ,1.0,1.0
89P2DKCA,Arizona monitoring hundreds for measles linked to Disneyland ,0.0,1.0
2ZZCHGZG,Several Disneyland employees diagnosed with measles The happiest place on Earth just got a bit sadder for some of ,0.0,0.6666666666666666
VFISGEWL, Current cases attributable to travel to or from countries w more measles Measles is no longer endemic to USA,0.0,1.0
T4VPKAV4,HB NEW In casualty insurance providing for health insurance coverage for immunizations administered at a ph ,0.0,0.6666666666666666
JRE0LQNG,Ya trop de pubs trop de marques c devenu chiant qd mmr,0.0,1.0
2GDISYG8, Harry Reid spews nothing but hatred amp lies while having immunity on Senate floor What a shameful coward tcot patriotism,0.0,1.0
HD8D4JOD, She has a Son with Autism when born Allergies to food She needs to learn how Vaccines and Glyphosate interact,-1.0,0.6666666666666666
TNFHGGWW,If youre not gonna vaccinate your kids dont be pissy when no one wants to be near them Stupid ass people,1.0,1.0
VQU7G7GQ,People who think vaccines give children autism are stupid And gullible And I feel bad for your future kids,1.0,1.0
G41KC2SD,Vaccinate your damn kids Hell to you Jenny McCarthy ,1.0,1.0
2XLTND4M,Vaccine for pneumonia and meningitis routinely given to babies exceeds expectations ,1.0,1.0
405KYAFH, cont how immigrants caused the measles outbreak,0.0,1.0
ORYVRKVQ, autism link to vaccines,-1.0,1.0
U5SB6XM7, discons straight no mmr for me,0.0,1.0
G50KDYYR, Im hoping that someone who injects botulism into her forehead tells us how harmful vaccinations are Oscars,1.0,0.6666666666666666
9X97LSYX,AMN Department of Health Reminds Pennsylvanians about the Importance of Finding a Vaccine for HIV HARRISBURG ,1.0,0.6666666666666666
3RC3UM24,And chicken pox kids here are vaccinated against it So no nasty itchy spots and small scars for my little beauty,1.0,0.6666666666666666
Y1X239EZ, strong babies are immunized ,1.0,0.6666666666666666
XZ2XCORX,studioflow maryland nevernotworking MMR BBoyEnt TeamFreePour HumbleBeginnings Lanham ,0.0,1.0
1LO0E2X3,We vaccinated people for TDaP and people for flu at the dragoncon vaccine clinic Together we are saving the world from diseases,1.0,1.0
Y94ZTSWM,You hv as many brain cells in yr body as in yr brain weirdecience In immunity class w Teri Mosey ideapti FitFluential fitsocial,0.0,1.0
AA26GWDP, offers FREE vaccines for Kindergarten amp th grade students this Sat from am pm at local high schools ,1.0,0.6666666666666666
AE8X6Z1D,People who dont immunize their children and put ALL other children at risk are the dumbest people in the world LawandOrderSVU ,1.0,1.0
KAHIDPB5, Breastfeed as long as ucan amp VACCINATE your kids Dead diseases arent really dead,1.0,1.0
588KW8QS,Im naturally immune Next level style Atychiphobia is the fear of failure I was vaccinated as a child,-1.0,0.6666666666666666
1RM41J45, Im confused If vaccineswork how can my vaccinated child be infected by an UNVACCINATED child,0.0,0.6666666666666666
OR5UEQCX, Measles Vaccination Campaigns Boost Coverage Save Lives ,1.0,1.0
ACW4PL1E,You are dumb as shit if you dont vaccinate your kids,1.0,1.0
RPKLJ8TA,Italian court rules mercury and aluminum in vaccines cause autism US media continues total blackout of medical truth ,-1.0,0.6666666666666666
PJWC8DQ7, Georgia confirms its first measles case since an infant from outside the country nopeee,1.0,1.0
MG2MWKSR,Health Officials Say Its Not Too Late For Flu Vaccine DETROIT WWJ The official start of winter still days ,1.0,1.0
LCYLFN0X,Taking baby girl to get vaccinated South Branch Pet amp Bird Clinic ,1.0,1.0
0OKMOOLP,Measles Contamination Warning To East Bay Library Visitors Health officials are warning of a possible threat of ,0.0,1.0
H0EXONVQ,Health officials recommend certain people stay away from Disneyland as measles outbreak continues ,0.0,1.0
JOPDR3YV,Day times a day a child receives a measles vaccination from the Red Cross and their partners,0.0,0.6666666666666666
IH45M0NU,Tarrant County Obtains More Flu Vaccines Tarrant County Public Health said Tuesday they are distributing ,0.0,0.6666666666666666
B1HZG7MU, Do they have laminated menus with ketchup stains Are you uptodate with your vaccines Then yes Totally safe,1.0,1.0
5HOY9TVL,Went to the health center They told me I only needed one vaccine Ended up getting shots This is why I have trust issues,-1.0,0.3333333333333333
ZYGR4488,Congressman Measles Outbreak May Be Caused By Illegal Aliens which he claimed because he is ignorant of the truth,0.0,1.0
R1NM4Q4S, Me too Thats why my husband and I have chosen not to vaccinate our kids,-1.0,1.0
3HZ8879T,On average people who complain live longer Releasing this tension increases immunity and boosts their health ,0.0,1.0
O2DH4LSF,Bills banning most vaccine exemptions fail in Northwest Legislative efforts to put more pressure on parents to get ,0.0,1.0
AABZOQJP,Still oppose vaccine Measles outbreak The epidemic isnt near its already here Pakistan,1.0,0.6666666666666666
JJCMATN7,Measles vaccination clinics announced in Palatine Health officials have set up two vaccination clinics for people ,1.0,0.6666666666666666
O8B914DK,RT A call about vaccines just came in Mark revealed that his son is unvaccinated Is this child abuse Yes without a doubt,1.0,1.0
G901E5A0, Godamn for mmr ,0.0,1.0
TZZ69V62, folks my age who had the mumps prior to vaccination introduction probably are not at as great of risk Advantage age ,0.0,1.0
IYZVEQD4,Couldnt get my schedule cause Im missing a vaccine Schools already pissing me off,0.0,1.0
YVWT48IG,If the vaccinated children are in fact immune then why are they afraid of the unvaccinated,-1.0,0.6666666666666666
314AHKOF, but they were vaccinatedrightDont get me wrongI know a smallof children are affected,1.0,0.6666666666666666
RW7Z13E9,Hello most people in my age group survived Measles Mumps ChickenPox,0.0,1.0
TRIA42TR,Sun Ra measles,0.0,1.0
2ZKZKPAV, Children can avoid getting forced vaccinated in schools by declaring its against their religious beliefs I do it yearly,-1.0,1.0
886QAC8F,AZ confirms additional cases of measles Additional community exposures identified ,0.0,1.0
44ISVVWW, in children are wo lifesaving vaccines pls change this amp put immunizationfirst on the Summit agenda,1.0,1.0
PUZ9U1M6,Do you know the truth about the connection between vaccines and autism Hint Science knows via ,0.0,1.0
O7YGH609, read the before and after stats on measles and vaccinations baseline Alarming I guess things change when you have kids,1.0,1.0
4XKLST95,Outbreaks of measles and tuberculosis in US Two diseases that had been pretty much eliminated here Obama,0.0,0.6666666666666666
B4Y4ECG7,A work of art next to a work of art The beautiful ritamonroe ladies and gentlemen smoknfaces mmr ,0.0,1.0
RTNSFG8W,Will someone link me the video to that pediatrician giving that baby his vaccines while singing I havent seen it times yet Thanks,0.0,1.0
0AKN4MI1,Commercialization Officer Vaccine and Pharmaceutical Delivery Technologies Seattle United States jobs ,0.0,1.0
VRLTLH3P, On average people who complain live longer Releasing this tension increases immunity and boosts their healththat us BS,0.0,1.0
N62TN2AV,Bob Iger says measles has no impact on attendance at Disneyland Yearoveryear quarter trending higher attendance DIS,0.0,1.0
ARC7E39K, heyy please follow me and She has beadles measles over you,0.0,1.0
DF906D9E, told my mom immunization consent forms were scary She said the diseases r a lot scarierampshe saw kids die from them,1.0,0.6666666666666666
5K6RMU58,How much would it cost govt to admit vaccines play a part in autism,-1.0,1.0
MDAQWW3A,Life builds and restores core intestinal health to enhance intestinal health sustain energy and improve immunity ,0.0,1.0
ACKJ9GO7,TBT yr old daughters colon pathology report CDCwhistleblower MMR BreakABillion truth ,-1.0,0.6666666666666666
9O3AV85A, I live everything I need to know about vaccines every day My sons struggle to overcome his vaccine injury is is ongoing,-1.0,0.6666666666666666
4H4KQT3W,People not vaccinating their kids is ridiculous,1.0,1.0
X1HSXDVN,US on track for most measles in decade cases in states most linked to Africa Europe Asia ,0.0,1.0
Y4I5PPRP,A cut in federal immunization programs despite the negative propaganda and measles out break via ,0.0,0.6666666666666666
4OIDGN9D,Few worse than connected group of the antivacciners marijuana isnt harmful smokers truthers and American military loathers,0.0,0.6666666666666666
6T5P75R6, measles celebrating the end of this wonderful AZ experiment hopefully next time the above m will have been eradicated,1.0,1.0
FJNYYT6H, Ridiculous that they even let those kids in the school I dont want them exposing my kid who is vaccinated to kids who arent,1.0,0.6666666666666666
84L4QBOL,Dead at the Lil pound cake doll injecting little girls with the hpv vaccine snl,-1.0,0.3333333333333333
2EP6N4RD, I got the vaccine as a kid which may or may not still be effective I should probably look into it,1.0,0.6666666666666666
K1P5YI7I,Vaccinate your damn children why is this even a thing,1.0,1.0
L86E8R1S, CDCwhistleblower autism vaccines vaccines do not cause autism ,1.0,0.6666666666666666
LU9IMM1G,Measles in AZ Glad Im not going to SuperBowl supercontagious,0.0,1.0
0UEXAYC5, go to Herbert Lehman high school tomorrow to get vaccine Good Luck,1.0,1.0
YYBC8DXV,Worried about measles at Disney Blame low vaccination rates A Boston Childrens Hospital researcher has ,0.0,0.6666666666666666
PKQNDOUG,First ebola scarenow measlesIm not getting any fool shot,-1.0,0.6666666666666666
NY9XZI3I,This typhoid vaccine pills I have to take for my trip are killing me majorsideeffects feelsosick ,0.0,0.6666666666666666
OUU6P0L8,orgasm RT Having sex regularly can do AMAZING things for your health boosting immunity ,0.0,1.0
FD7P3EYP, thats what the whole CDCwhistleblower case is aboutfudging data showing link btwn autism amp MMR,-1.0,1.0
3XGI0VY9,I have no sympathy for parents who dont vaccinate their children,1.0,1.0
I7EDM6TL,AIDS N A malaria vaccine in children with HIV ,0.0,0.6666666666666666
5ES54ZFG,Sounds very encouraging Tetravalent dengue vaccine safe effective in Latin American children ,1.0,1.0
YONXWPO1, More California parents opting out of vaccinating their kids via Nooooooo This is bad,1.0,1.0
LZY9MJA4,A book promoting the benefits ofyou guessed itMeasleshilarious reviews ,1.0,0.6666666666666666
5SSYX7E6,Okay Jenny McCarthy so vaccines are poison but sucking nicotine though a electronic cigarette is fine Gotcha,1.0,1.0
VR95811W,Not vaccinating your kids is child endangerment plain and simple Of your own and other children ,1.0,1.0
0VD2B7ZS,All the vaccinations my kids are required to have by lawhave mercury in them,-1.0,1.0
X6SOQYPO, buys child vaccinations in Chimbote mission covers home visits for pays for hospital birth Pittsburgh Catholic,0.0,0.6666666666666666
JLW3AY7Z, or are you scared that the smallpox vaccine gave your child ADD and saved them from smallpox,1.0,1.0
9NNZQ2FF,People not vaccinated for measles urged to avoid Disneyland ,0.0,0.6666666666666666
NCXIHJ8G,parents that dont vaccinate their children got me feeling a way,1.0,1.0
AIXAILS1,Analog wearables aka braclets as remindertech for infant immunization dates ,0.0,0.6666666666666666
KEXNAUV1,What vaccines should all babies receive before leaving the hospital,1.0,0.6666666666666666
NW583ISC,I hate post immunization for my baby Every time she sleeps and cries I feel like shes dreaming of the injection ,0.0,0.6666666666666666
RY2YF9LR,Manheim PA today Low mileage cars and trucks have no ceiling High mileage late model cars have no bids or many s behind MMR,0.0,0.6666666666666666
CAA43CSE,CDC Responds Admits Omitting Vaccine Data ,-1.0,1.0
GIGS057L, there was no such thing as a chicken pox vaccine when we were kids I had it like a man Or a year old boy,0.0,0.6666666666666666
REHN9VZ3,I want to go to Disneyland but I also dont want measles,0.0,1.0
SQKWJMCC,If insurance will deny coverage for suicide because of increased risk why not change rate for unvax kids vaccineswork ,1.0,1.0
23WURZ6E, of the people that have recently have the measles how many were previously vaccinated,0.0,1.0
IY10ZK51,Measles and the Super Bowl arrive in AZ Guess which one Im here to cover ,0.0,0.6666666666666666
74P999OR,STOP the MeaslesPanic We had the Measles when I was a child We survived that Mumps and Chickenpox Quit scaring people,0.0,0.6666666666666666
9Z4OYMNX,Assault on XX S DORT HWY Flint MI via spotcrimecom ShootingStabbing Pd fd with mmr rig os with subject ,0.0,1.0
EQB9W2I5,Measels outbreak Isnt that a mandatory vaccine you receive as an infant Parents get your shit together,1.0,1.0
OYL51MZ0, Map shows the spread of Measles linked to Disney land ,0.0,1.0
D63LS6BD, pressure on the brainstem and limits brain function Vaccines can certainly add to this malfunction as well,-1.0,1.0
ULQZKESI,CDC Flu vaccine only percent effective this season ,0.0,0.6666666666666666
G0N4619K,Free Flu Shots at NJ Clinic The Cape May County Health Department gave away free flu vaccines for about people ,1.0,0.6666666666666666
Q7MDQ8I9, really this from a person who posts that vaccines are safe Prove that There should be a BUTNOT Instead U mislead ppl,-1.0,1.0
2NJGTQES,My year old grandma had measles,0.0,1.0
RJLGSNS8,So only of Americans believe in the Big Bang recognize evolution and know its safe to vaccinate Im gonna go cry now,1.0,1.0
AIH03G9B,STIs and risky behaviors dont increase after HPV Vaccination AKA no reason to not vaccinate Check the article ,1.0,0.6666666666666666
37GAK632,TheRegistrationSocial Jan pm The Baltimore Gallery Download MMR from ,0.0,0.6666666666666666
CCW2XUMM,People believe what they want to believe When it makes no sense at all J Mellencamp Vaccinate your kids,1.0,1.0
248BX936,All tuckered out from their vet visit Good health and vaccinations done for another year ,1.0,1.0
MZJGTSFZ,Did you know that in other countries they use smaller doses of MMR than the US and the vaccines are given to children older than months,0.0,1.0
1ZF3CZGZ, bacterial translocation promoting immunity has been practiced forever Moms and wet nurses chewing the food before giving to babies,0.0,0.6666666666666666
2869G0F7, Vaccine Injury Compensation Programs CDCwhistleblower VaxTruth,-1.0,0.6666666666666666
C95EBZJU,ME Waukesha girl did not die of HPV vaccine The August death of a yearold girl is ruled to be unrelated to ,0.0,0.6666666666666666
C48CX8OK,Learning The Truth behind the myth of vaccines Representing shermanpride ,-1.0,0.6666666666666666
POKTC9VG,CDC Lots of adults not getting vaccinations Since a series of measles outbreaks recently captured the nations ,0.0,0.6666666666666666
N544C1DL, and that time him and that crazy lady tried to stop kids from getting vaccinated goodtimes,1.0,1.0
YUU4Z0WS,I cannot go to school today said little Peggie Ann McKay I have the measles and the mumps a gash a rash and purple bumps poetry lmao,0.0,0.6666666666666666
6M6M1MVH,CDC Forced to Release Documents Showing They Knew Vaccine Preservative Causes Autism ,-1.0,1.0
30X8OK8M,Next time we have an Ebola outbreak the government should release a measles vaccine but tell everyone its an Ebola vaccine LiesSaveLives,1.0,1.0
ZEF757L5,Flu clinic is still going on plenty vaccine Hit the staging area in waben park and get your shot at the high school,1.0,1.0
O4DO251C,Leave it to to make measles about morons MH Cc ,0.0,1.0
YMB1CAY6,AMNews Why did some experimental HIV vaccines increase risk of infection In Margaret Heckler then the ,0.0,0.6666666666666666
9HXSOQA1,You Wont Believe What Obama is Forcing Public Schools to Do With Illegal Aliens and Vaccinations ,0.0,0.6666666666666666
JO184GS3, What about the people that were homeschooled and didnt do vaccinations When those kids grow upampthey going into work place not immunized,0.0,0.6666666666666666
PYW9ZN2B, the way I see it is the only one that has a chance of contracting it is her child bc most everyone else is vaccinated,1.0,1.0
05MZI8J1,The AMA just voted to end personal belief exemptions to vaccines Huzzah ,1.0,0.6666666666666666
YI5QW237, Why We Didnt Vaccinate Our Child so much truth,-1.0,1.0
VYWMAUOG,Health officials encouraging public to get flu vaccine early Flu season is on the horizon but this year the ,1.0,1.0
2VQNE3EC, why is everyone making such a big deal out of this If want the measles dont get the vaccine if you dont get the vaccine,0.0,0.6666666666666666
M67Z5Q0A,Docs to parents Get kids vaccinated for measles Pediatricians from Baltimorearea hospitals and the citys ,1.0,1.0
F9W7KXTK, like literally measles,0.0,1.0
XRE4HKC4,Vaccines amp shit is made to kill us slowly but surely Do not get yall kids any kind of vaccines dont believe me Look it up ,-1.0,1.0
GJCPRH8J,Student Visiting Mass From Western Europe Diagnosed With Measles Massachusetts health officials have confirmed ,0.0,1.0
7Y5GD87G, ugh confusing tweet on my part dont have measles ,0.0,1.0
QLQ2MDL1,VACCINATE YA FUCKING KIDS,1.0,1.0
A9GR9EQ4,Never realized the paralysis of Polio left effected the bladder sad that Salks vaccine wouldnt come for yrs RooseveltsPBS,0.0,0.6666666666666666
5QCWOL54,Seth Berkley points out a shocking statistic tonight only of children receive all WHO recommended vaccines,1.0,0.6666666666666666
FLL71G8H,Now Im murdering in all my ranked games Figures when season is over Oh well free MMR boost,0.0,1.0
8FNX4C5D,No jab no pay laws could send antivax parents underground in search for vaccinefree childcare ,-1.0,0.3333333333333333
OU0GLQU1,Can we break mmr Streams up in an hour,0.0,1.0
45CP42PH,Dr Nicole Bates Imagine global health policy as a system vaccineswork,1.0,1.0
RV2VNISO,Search vaccine optout rates for Texas schools districts ,-1.0,0.3333333333333333
AZ6XBLNX, These the type of people who dont vaccinate their kids I work for Apple care,1.0,0.6666666666666666
ADCTJYQX, California BART riders may have been exposed to measles officials say hope youre vaccinated,1.0,0.6666666666666666
RJOE6T02,BBC News Nigeria polio vaccinators shot dead in Kano ,0.0,0.6666666666666666
HM920I8B, Should parents be allowed to choose whether to vaccinate their kids No choice did you have one no you didnt and you fine,1.0,0.6666666666666666
W8NYXFDO, children at Illinois day care diagnosed with measles ,0.0,1.0
8UKKISQA,Ive seen what vaccinations can do to kids so now Im in different about them ,-1.0,1.0
EA0QUZGL,Measles outbreak in central Ohio might be ending Health officials are cautiously optimistic that the measles ,0.0,1.0
R80ZN8R8, As if vaccinations caused autism anyways,1.0,0.6666666666666666
K4SBJW2W,Crazy diseases happen cause a Mfk that owns medical vaccine companies make hella money from insurance and people aint Tryna doe hustle,-1.0,0.3333333333333333
MGCNCJR6,MEANWHILE AT DISNEYLAND DISNEYLAND FUNNYSTUFF LMAO MEASLES MIKEYMOUSE MINNIEMOUSE DISNEY ,0.0,1.0
HZWTWJ7N, is that at the mmr bbq last night,0.0,1.0
8SQNFOX7, youre going to get measles,0.0,1.0
B440BX0X,How to Think About the Risk of Autism vaccinesaresafe,1.0,0.6666666666666666
0COTS8JW, who complain tend to live longer Releasing tension increases immunity and improves overall healthi complain a lot,0.0,1.0
EH8OVPO8,Delaware House passes Mental Health Study Group consensus involving immunity provision for hour detainments ,0.0,1.0
VKLIL62M, lazy language meant to mislead Dare u to say the truth vaccines do cause harm amp death,-1.0,1.0
SCX4XU6L,MMR carnival for a yr old and a year old to ride rides learning the church encourages tweeting about their shitty Carnival priceless,0.0,1.0
V6FCB0WB,Measles joins the list of infectionsflu colds amp others that are spread by contact Proper handwashing lowers risk GetHealthHands,0.0,1.0
MZ24VM80,CDC measles cases in January most stemming from Disney outbreak Health officials say people in states ,0.0,1.0
JBV3A3KF,Dear parents you are being lied to via humanism autism vaccineswork,1.0,0.6666666666666666
2MZOCI0M, dont worry he said my babies wont be autistic as long as I dont vaccinate them So much to unpack there,1.0,0.6666666666666666
P38AUGMZ,Health center for immunization oops Not painful at all Cambridge School of Weston ,1.0,1.0
FOTIE9MG,Its very frustratingIts hard to see a kid suffer for something thats entirely preventable vaccinations Marin ,0.0,0.6666666666666666
2S7NLF0Y,Here at Body Of Harmony we offer the Vitamins and minerals to help with hydration immunity ,0.0,1.0
NSDGVDN7, maybe she woke up with measles,0.0,1.0
YOZ75TT5,If you choose to be a fucking idiot a and not vaccinate your kids you deserve to get measles not your kids MeaslesOutbreak measles,1.0,1.0
OB9OWQHS,Another Study Finds No Link Between MMR Vaccine and Autism ,1.0,1.0
7RLE2RU7,I bet the person who exposed super bowl fans to the measles was a Giants fan,0.0,1.0
9OTPD9LR,MMR ,0.0,1.0
GGSPNTV6, tough on surgeon general Why not ask have any vaccinated kids contracted measles MeaslesOutbreak,-1.0,0.3333333333333333
5G4WTO9D,Health Canada pulls distribution of Novartis flu vaccines,0.0,0.6666666666666666
BYYQBPB3, I remember how in Kyrgyzstan pediatrician was calling me amp reminding about my babys vaccination schedule felt great,1.0,1.0
7A1IBEIB,i will forever be against parents not vaccinating there children,1.0,1.0
J4PU5WZI,Shots Vaccinations Community Health Center of Central Wyoming ,1.0,0.6666666666666666
I4O3D66Y, Im going to laugh so hard when you have measles,0.0,1.0
UT0YPXIC, Measles Cases In The United States ,0.0,0.6666666666666666
TVF7L6DN,All I need is my immunization records Why must it take so long health department,0.0,1.0
XQQKUEOX,Measles Outbreak Grows To Cases Cases In Bay Area ,0.0,1.0
FYQDLJLM, Nancy Snyderman discuss measles immunization she wouldntcouldnt stay quarantined for emboliWho believes anything she says,1.0,0.6666666666666666
7TVRBWCP, TVs Relationship to Autism not caused by vaccines Weird cc and Brian emmer,1.0,0.6666666666666666
8DX51X8B,The little short light skin dude in MMR kills me when he curse ,0.0,1.0
